Kingdom,Phylum,Class,Order,Family,Genus,sample1,sample26,sample25,sample2,sample24,sample6,sample27,sample5,sample4,sample23,sample3,sample22,sample10,sample7,sample20,sample8,sample9,sample11,sample19,sample18,sample15,sample14,sample21,sample13,sample16,sample12,sample17
Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,Family of Run-SP154,Genus of Run-SP154,2.9687143401670637,3.440315405781539,3.2337135005608504,2.9099426488376707,3.3057516008441397,2.9463729415975077,3.241551881637645,3.077566748999991,2.6584445814774416,3.2680998098793506,2.5705613924790676,3.4356578061207297,3.6207544418703974,3.165794780239753,3.7162697480462508,3.323984048116467,3.6442544346347874,3.5846857884421057,3.550367797950391,4.106114526771746,4.4964695544783835,4.3117053404430665,3.4252193873376595,4.219726612260552,4.116177698664205,3.9356351018519655,4.153613408071532
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Genus of Saprospiraceae,3.5742149802528056,4.386933236091299,4.086963148656091,3.9951885736791706,4.181681631336897,3.2981156466560853,3.922492637070003,3.490434974280559,3.3907263340995373,3.8296618563535683,3.275592546065689,3.5059752257954995,3.020666310277094,3.6375326047093273,3.1333446271999232,3.5437801259043535,2.702069263708716,2.895320266612349,3.1489921701720602,3.237533744101452,3.521803421196555,3.4496522501989175,3.26080491523418,3.6221471900269977,3.3431283278351565,3.4427985252637496,3.381122200029926
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Genus of Propionibacteriaceae,4.133206628432916,2.9627216827237,2.687693628673067,4.051589180350453,2.896072903706835,2.843243054131406,2.6433265379594033,2.916931700888627,3.217237777697332,2.18009201316666,2.489117766334841,2.301583542524811,2.1786655982787497,2.8285933546750375,2.074087948568522,3.0193514890807087,3.0637090598003383,2.4016818930503474,1.6976773673739523,1.7474941142133682,2.118527676735167,1.8661111007472995,1.6836394763375022,2.295839515262375,1.6623390804904856,2.386789423059424,1.8087821760750673
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Family of Saccharimonadales,Genus of Saccharimonadales,3.2324167502704944,3.5700166930441943,3.473433596060837,3.2508407894688336,3.3453578354213747,2.49636199177378,4.132487500423542,2.612496513078094,2.88635552246277,2.6598196573840314,3.0041389282266158,2.9733842207130863,3.630806069412417,2.7950104298264655,3.4044243233712934,3.2534333239179256,3.393136237163877,3.215441993750928,3.389472265479689,3.2737042632549467,3.2489009118634917,3.123642472694326,3.002002173877543,2.9665972406482632,2.9671065815377355,2.633093357773439,3.020704489307918
Bacteria,Chloroflexi,OLB14,Order of OLB14,Family of OLB14,Genus of OLB14,2.572480738120105,2.5868676812121665,2.531883197427444,3.104993745274327,2.5436969914041825,3.29159136358414,2.2855720953771668,3.211136515245662,3.6024506265165903,3.0086003666224377,2.93084748701531,2.710302792435363,4.0882778575690395,3.3591165261260256,2.822161750335705,3.7461171062926097,3.4203492466794896,3.505473042997997,2.8788298375560366,3.2913104517816576,3.4296978814809402,3.4872560961599683,2.642666680146002,3.4309549432841107,3.0216504478396393,3.6482558834305614,3.247810974181683
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Family of Micrococcales,Genus of Micrococcales,4.028819233285949,3.8578501174328075,3.5716256222400506,3.1488791666055462,3.3249584520704545,2.8814486033008455,3.243187683155936,3.0152038700235275,3.0444395142643943,3.386387794920103,2.956953850944898,3.138680358961656,2.986333348017226,2.87168512755533,3.277513575645786,3.141450283327152,3.264004929615923,3.5220446840045163,3.2623845419402424,3.636534270682546,2.906156674237219,3.138398098039059,3.0121361087371112,2.8266640892432697,3.332070481322257,3.126484250678555,3.238981354398183
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207,2.6798031681641685,1.9776304711922146,2.340215778215252,2.145635923503403,2.3151686289549547,3.4134577212095305,1.378741026444784,3.1802061691794448,2.847949144673625,2.992003335726773,2.153069382261604,2.7264385378577725,3.6644062436187195,3.327155210391887,3.4719302055832357,3.607480024853417,3.880056456897438,3.889286737747883,3.6915652594907056,3.8085314808447084,4.028580851192057,3.6067756385214165,2.6492763414194576,3.8107601151005466,3.6657687835123975,3.4240388221817,3.7273643105477228
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,unidentified_67-14,3.056826252090465,2.4760685177727906,2.5142874355370646,2.952637958531751,2.851266585443655,2.7419442223532906,2.382885179386702,3.0229734274006956,3.0147589867459583,2.7078963378271395,2.6325914812220743,2.761819280760534,3.9873526802615076,2.8317336832800866,3.1598542421563476,3.2989933770432955,3.8239699448302873,3.948942990955811,3.0761737034028735,3.408512206940803,3.5501301935326453,3.300319253713102,2.7892150800095497,3.4147473942388338,3.113944216604969,3.6919967674810437,3.379411047351618
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,3.922093385255101,2.499232257967434,2.615497337468578,3.437738425848436,2.577737470521897,2.8893091906423827,2.6069391792234846,3.3303732234451955,3.2918823194793614,2.5816713463195313,3.11181471004444,2.7163842489303445,3.4494585905114556,3.145383051431198,2.731497286606677,3.320027272099127,3.5349190654433094,3.1852136706826224,2.76914099820788,2.940908602742108,3.0162010365752243,2.829500869512442,2.6293148330426925,3.039279229871399,2.792553171696345,3.1124777793472855,2.787026108412098
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unidentified_Rhizobiales,Nordella,3.8922715766015585,2.1458835422933547,2.450143313931326,3.4312847644038165,2.639386018780969,3.010810873600321,1.996215357727614,3.099313337654591,3.2196951076127363,2.309543262316592,3.2177389708030955,2.4855334938992346,3.3585197902361923,3.069235224020413,2.5232693193770306,3.254492168942712,3.3248915367140466,3.222858427953219,2.6570983641172754,2.7708360182344087,2.801119034453447,2.6873439342256473,2.4645727213063573,2.861658286763685,2.6156880780131164,3.011126644517895,2.7047618710636128
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,unidentified_Caldilineaceae,1.779328484206058,3.1961178878842027,2.915799969329405,3.006044278160333,3.1236873701514654,3.1497727277077834,3.742293622352897,3.874318083592154,-0.05286517111598599,3.077498361123408,3.6115921597692733,2.449241692704046,2.7017406737837506,0.926165474711973,2.7333206533479055,2.679889407218127,3.09328067589525,2.9236231925439338,2.3341016360458866,3.3977834827982876,2.7204221958618824,1.3180261837462517,-0.07124119403682361,2.4649900162722993,2.3369523096398774,1.9931071864817396,2.737833500737745
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Family of Microtrichales,Genus of Microtrichales,1.8594997597434046,1.8546398886841757,2.061879568181708,1.9014974495892663,1.9826854696274792,2.8554663907331896,1.4979043672484318,2.3914162956707594,1.9411134536973664,2.4968941846873536,1.6128183353502434,2.43058962535701,3.0434170876978346,3.1396383955599045,2.9834457431387476,3.3030340912276017,3.2667307067784765,3.569128238165819,2.9627682960301325,3.3107538168416877,3.7916508608443205,3.3953213499147328,1.8836989325958458,3.8576794276029047,3.1872522865805917,3.6427377179065417,3.419691603337579
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,3.7970673148245835,2.1858276963502226,2.357668228166478,3.2391403100109812,2.3366936976458605,2.818338808014703,2.2011980263872033,3.1170810825515067,2.9249903432987354,2.1503377944818665,2.656799760442934,2.392208184168462,3.2917791017179923,2.7154929672446233,2.484312534891619,3.0651455170548108,3.4748626060899386,3.0646804086237376,2.39851083854089,2.585865866224606,2.567187854516459,2.624644248085791,2.299525407056695,2.5783618393047485,2.180590678401934,2.7728319803255834,2.2974482769484226
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,-0.40012462858718223,3.0717875732921476,2.5689773218336844,0.4327996658632829,2.3743084140323187,1.8619711241328698,2.553012843041504,1.035571699428993,1.0152478516227292,3.309554912835459,1.6900482602599336,2.7828403252278413,2.2672049438403103,0.1995429799166093,3.289075173623944,0.5293160134254355,1.3186635739860986,1.6233112693944047,3.7851495987374264,2.8313748144292568,3.52896069434893,3.247329527837702,2.6198613223506984,2.5583138116075412,3.2343216038234623,2.20337967349083,3.056818054383114
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosaetaceae,Methanosaeta,0.7082917262777322,1.565835327504022,2.496376508970534,3.2604876873579602,2.000726051431779,3.0364809322951842,1.378741026444784,3.412293111192805,-1.2982154154915273,3.67037212786178,2.0018602608712426,2.7123340567187837,0.9209639847154474,1.1432267950099115,2.6999802915650593,-2.2291557736702776,1.0828758696287908,1.7340119010536483,2.9280574636022507,1.486346976801002,0.7794888769576067,-0.36350892654423017,1.6448299543947131,2.366968160109251,0.8391131427748855,2.031945532711627,1.9648120604000905
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,Genus of SC-I-84,2.749406492430013,2.3840871160325294,2.5883954076907862,2.6846193759633605,2.4607056114354684,2.6641427532068516,2.3394552299314118,2.5948402940100266,2.6964324920914393,2.595588366367706,2.5916685144667255,2.575551937377055,3.6106007523551513,2.8238642933669125,2.83869279638522,3.0457757110491332,3.257157802777006,3.5575635448750016,2.87734463414444,3.001005250395762,3.2582934204630516,3.3205787679144145,2.5378912162416016,3.610194735131714,2.98496506555907,3.1494010387757396,3.040127217562823
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Genus of Microtrichaceae,2.7533537651429505,2.8113827650187604,2.995690342476027,3.0377306495718877,2.997825067245925,3.167713902913091,2.1918878930547816,2.9528511236719535,2.949405938985815,3.1734635367701562,2.4916857407662922,3.260751929032482,2.50404193936442,3.1934704994474785,3.5069934278614974,3.1052548951155154,2.795694458972216,2.7062839489972896,3.257315123641769,3.307539395791098,3.592007747187168,2.8049795109198588,2.8427412815468402,2.914085856924131,3.277074339423789,2.6956412304376247,3.4351982819129416
Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,2.3396603684021215,3.475430494336883,3.3746024858203203,2.4336028573452584,2.726712992480369,2.5472390364157986,2.739767295390471,2.4884343446531947,2.2814918870418746,2.6441444590067027,2.1849403924301427,2.5279016885679697,2.0496240604196476,1.9789370140829075,3.066437320410076,2.8537387290529406,2.723385157182123,2.364029616663112,3.3550426055163514,2.238106401209193,2.408263451653518,2.310862914989385,2.6466377171062616,2.973305803674492,2.1194096727015834,2.7115634197295346,2.502334827665999
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,1.308321457919548,2.6329844402262186,3.449336044481776,1.8939958399546528,3.473477666858539,1.3882545351132523,2.578752530324911,0.9922951533320479,1.1695702503680865,2.783982605570179,1.9976658383364736,2.7163842489303445,-3.625708682434646,1.2246542509259521,2.196580744083229,0.31391531361716307,-3.639103469404424,-0.5418590661214076,1.2917493305343424,1.0008177780146053,0.05446418307761913,-0.14599009695219234,2.4629866056269867,-0.4733760330087158,0.20275879752969495,-0.876124726941697,0.44048440219371354
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,2.836470666689033,1.458355864263038,1.5815906682757994,2.229810940351345,1.629807825941067,2.7166770383013885,0.5359502148019013,2.635563429475522,2.2624974789021506,1.6517422740839525,1.9547246056837562,1.6985141861084347,3.3769515618583794,2.7312172058760327,1.8761029588368965,3.1532300181651713,3.452508716798122,3.230220263339344,1.882567590972629,2.0069529608929138,2.1924402228409416,2.21287037589326,1.4978313427896008,2.5763750266742322,1.8921397936120083,2.8180183847187275,2.0966670045931854
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,2.027531493182913,3.401603074863827,2.79156049207411,1.8398471882941942,2.8410309837124537,2.44275706710088,2.9833477229429155,2.4411014217465796,1.819406735039614,2.420854833431301,2.441729530915741,2.5424366732623422,2.134997936973588,2.1570341759328757,3.0251221351782904,2.297583421520338,2.58809004698021,2.272785896862632,2.723394231217835,2.1326746015259674,2.621654089527423,1.9789831013033767,2.701888238388877,2.314101580385313,2.3647601441908632,2.105370342929537,2.391424705378073
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,1.9514426257348214,3.401603074863827,2.943145423219934,2.5014814824398064,2.896072903706835,2.959232009337767,2.6898707482111153,2.5015564962801573,2.333429089184966,2.8757945504420253,2.0184642022554398,2.808970750054014,1.8130695161248083,2.6518786973695816,2.926532308766377,2.1234532534368116,2.0865860879289135,2.660669650473298,2.642167381142553,2.605547458309525,3.1126272316893626,2.626391559699557,2.2157326668340076,2.866133776041589,2.6423581561997853,2.7908280567974595,2.794738589019004
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,1.8972972236936565,2.282780116220101,2.200629876682023,2.2244144289559573,2.1550501709584777,2.7213188131172386,1.842842861136245,1.9728255347816024,1.8342297312726874,2.3132159817766222,1.5686226246221198,2.319776645763154,2.8247049672671443,2.978719771171143,2.956123060289567,3.3777953150523805,3.3539988154312343,3.146096163640564,2.664481078966385,2.565789118774352,2.8391499499987676,2.5215755631500443,2.1353462436048307,3.020322966661891,2.223612590302526,3.034271038655204,2.5125744597474187
Bacteria,Actinobacteriota,Actinobacteria,Order of Actinobacteria,Family of Actinobacteria,Genus of Actinobacteria,3.277733820734394,3.0356221895417557,2.7802864155008917,2.731324829771128,2.694480139379582,2.2056504768623855,2.539890209863726,1.8982207755549991,1.8821105184013662,2.7323009997680865,2.062752680669732,2.8290332718297435,2.254083400667925,1.8023929450985232,2.6257181781460384,2.012584579194387,2.3499011649924952,2.4050355580313294,2.3568696443508665,2.425732461097513,2.3520292073975737,2.0341367601346683,2.5881551323875795,2.1904260169747616,2.0135170458850267,2.0825874112590874,2.3539322980729187
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Genus of Rhizobiaceae,3.2127039005971287,2.565668253537855,2.531883197427444,2.876680652092716,2.4682020033695773,2.2474228153509657,2.450119502331706,2.319777389635308,2.5566369819217503,2.184271256487593,2.531901036169635,2.313748979894937,1.5504689872909996,2.1415240519629,2.3547578551709476,2.0015317043102545,1.9986625907052415,1.6011179767687187,2.1018383767189466,2.0531514696194595,1.6347282117342656,1.516571276967258,2.3434104469717063,1.623069149171588,1.7772675570172387,1.6015157607558104,2.0524683185107673
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of Rhizobiales,3.197659982994729,2.750939167457667,2.5577095969873422,3.0614393778798235,2.2931700200098835,2.2694930462492566,2.4020193011473427,2.3841125264480816,2.6278672997460646,2.163198158057491,2.6676127295104344,2.195135955462325,2.5566399656720353,2.326511546082722,2.202793175620129,2.5495556446012513,2.619777025049685,2.4183388662306253,1.985590823852621,2.2719251004050705,2.0307684519014444,1.972289813031387,2.071684217844008,2.108142502820739,1.9710648461465512,2.2120940511174334,2.1180547264691185
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,0.25351523514361407,3.0814280170231463,2.79156049207411,1.1764994704131366,2.878885973899756,2.732829852234576,2.8618012252053378,2.067717142004337,2.926636727064828,2.4468490484964303,2.7600027147168493,2.5825076097441597,2.004038556828524,2.225436587651089,2.0048274189289517,1.595928325694648,1.9075692556590393,2.280399716160445,1.6682358506458241,1.5125273664248047,1.4813169118630247,1.7639847808162301,2.4502062903954736,1.840190139477655,1.3831721176217595,2.1494357639464745,1.5572359762255052
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Genus of Kineosporiaceae,2.818177906764066,2.2968955327481693,2.196573075986408,1.9014974495892663,2.0300887579102085,2.4053544361435355,1.7306973245237955,2.621209078890092,2.2032485712874452,2.2758672892373433,2.2325826761399465,2.0912131558160354,2.0124828923692135,2.5175095980410056,2.1188556886473506,2.6297753769704935,2.609325865891617,3.0258530199689906,2.1942662160173256,2.4283211587772753,2.054414976932347,2.065213699357222,1.7570127576698864,2.255546020136431,2.2023329771248017,2.5904314594399667,2.279604455597342
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,1.906527507079244,2.677067869895418,3.0084062268013296,2.525793336122958,2.8714287485498087,2.6034982791889654,2.6581056600587782,2.2038651334748254,2.2167216906289333,2.3873820546791897,2.430886736106392,2.3346887455073233,1.3679426228836489,2.6018563962269328,2.6277447834042498,1.849801823572772,1.6626471587166565,1.3755056783786825,2.2117691424813914,2.4538461067472666,2.0660318078496305,1.7430904361845245,2.4469855261757703,1.8149595185018024,2.133332591337304,1.8987904769815707,2.036197376414342
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,2.1713486722852826,2.446338293062407,2.76658757114273,3.0035647660112694,2.7410277329640556,2.530565983542754,2.6784362123611665,2.6801598769109702,2.1826922951323873,2.7584756390658507,2.582342528691293,2.6538383878706293,2.324210072238521,2.7312172058760327,2.308483060412324,2.3871344812326916,1.8807200086652864,2.2573821090998196,2.121020025050382,2.0341607812698195,1.6922984301784476,1.4732763244964069,2.5611829117411373,1.296492926244265,1.8921397936120083,1.9749420982750774,2.0096003345714566
Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,Family of C10-SB1A,Genus of C10-SB1A,1.2391373489836912,1.9482716864084315,1.0606893925210672,2.9885571813699547,1.0018184379090815,2.574424193384476,2.0675483055484722,2.6327089958378416,2.8425957358129157,0.5062767604755942,2.589345159155326,0.2688626122374931,0.4696697128988294,2.109762904075456,0.3158553313388177,1.8837141028193498,-0.12451505067056967,-0.17279161098027362,0.09898510901404656,-0.7085015145554063,-0.3261475984600919,-0.9636485361090283,0.024121431073048427,-0.708993837443626,-1.0519485510079312,-0.46561431905501127,-0.25585442588780083
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,2.1281266722823293,1.5511704600795664,0.8501246234137172,1.7038205686564964,1.1792836337958335,2.0370937679751293,0.9346866993152885,1.7508321554947281,1.4575098459208222,1.5067579327664262,1.278597108021227,1.4307738832004615,2.5168185124504507,1.9641151510905583,1.6561057158786259,2.5080128397669688,2.773654326563208,2.985456952481914,1.6013069835164524,1.8900535366209654,2.5145124626276347,2.336850190075703,1.1170031732003247,2.7308612181909275,1.822298323033186,2.6197155090483095,1.9577399716835062
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of Xanthobacteraceae,2.9718855251013894,2.351445311303502,2.2859529196558848,2.606511618995283,1.6720808815010502,2.141595401370192,1.745422827295176,2.3914162956707594,2.3940726353789596,1.8091570890992719,2.2457880150035443,1.7369162226949886,2.02916060747239,1.906490335713472,1.9505370944594587,2.37445764178568,2.0954069706012026,1.803580304281728,1.6976773673739523,1.9205842877859682,1.6753726736890053,1.816351097763543,1.9061106439737632,1.7802968400475745,1.8032471696466645,1.8120527106215887,1.9891777817182197
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Genus of DEV007,0.7674109349725455,1.996734817141161,2.84397423475815,0.6891126232527292,1.1927434638779335,2.6342801647965945,1.3356407735655313,2.969318078617473,-0.2688164412408822,2.3975420552837354,1.4377732006220096,1.2641242754528292,-2.111961803101061,-0.45351433474048175,0.3944253793829908,-0.42167479815924747,1.2183149016332244,0.8437244290175938,0.36973034051914944,0.10259934333344578,-1.58430490667293,-0.7380776062819807,-0.3725490067010373,1.2451314550858177,-0.9463155944450135,1.9822477774802714,-0.6976319748356259
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Genus of Chloroflexaceae,1.7034851883477922,2.955493381923115,2.7073986997523996,1.3847018567963065,2.430145119551665,0.8255853224355079,2.24205315029851,1.6792874858615283,1.23417315849849,2.5647111568583227,1.5018921575384727,2.5205541961137055,1.8631183483939413,1.5769170688759937,2.30289545749347,1.3444953646170807,1.3375791449759662,1.3848357122367805,2.5760993927959612,2.4762744470882136,1.7572743079750284,1.8280559034135209,2.369891717918894,1.2451314550858177,2.1356343474403356,1.7358717705292026,2.464578907683185
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,2.363213062152793,2.948212452141143,2.54344401982852,1.7656201905642224,2.398621162694731,2.12070651610287,2.5131167525879823,2.0108049685478644,2.2720397807366446,2.3941668449474474,1.9098563661517876,2.1463125032482866,2.5615079726352725,1.8985498961642637,2.2481955191444767,2.190054626244433,2.4775699607121027,2.629061583518374,2.3341016360458866,2.234974497121871,2.394498567500216,2.1530387024964632,2.150648052830565,2.3863947861761385,2.0885614170116273,1.9967009406968987,2.420885049928863
Bacteria,Bacteroidota,Ignavibacteria,SJA-28,Family of SJA-28,Genus of SJA-28,1.6335590666713369,1.2009624415965305,1.7151220609003222,0.7848672564954899,1.529993646781655,1.6010338147281598,1.8294934213903504,1.6181215051355444,1.7255350689874174,1.2872580483547527,1.5686226246221198,1.1450498679072503,2.58549876544949,2.359730693969735,1.2451051766407693,2.9000486332355067,2.549806410249726,2.036836767531568,1.5295752732363601,2.1326746015259674,2.429900601177236,2.718075378968205,1.5584630313717476,2.525376750593111,2.1310255249277343,2.2490027112964857,2.3199321898173206
