OTU_ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27
ASV2994	0	0	0	0	0	0	0.000226255	0.000135753	0.000181004	9.05018E-05	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2995	0	0	0	0	0	0	0	0	0	0.000271505	0	0	0	0.000226255	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0.000135753	0
ASV3005	0	0	0	0	0	0	0	0.000181004	0.000226255	0	0	0	0	0.000135753	0	9.05018E-05	0	0	0	0	0	0.000135753	0	0	0	0	0
ASV3008	0	0.000226255	0.000362007	0.000181004	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0
ASV3010	0	0	0	9.05018E-05	4.52509E-05	4.52509E-05	0	4.52509E-05	0	0	0	9.05018E-05	0	0	0	0	0	4.52509E-05	0	0	0.000135753	0	0	0	0	0	0
ASV3011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0.000226255	0	0.000135753	9.05018E-05	0	4.52509E-05	0	0	0	0
ASV3012	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0.000181004	0.000181004	0.000135753	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0
ASV3015	0	0	0	0	0	0	0.000135753	0	0.000135753	9.05018E-05	0	0.000135753	0.000135753	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0
ASV3016	0	0	0	0	0	0.000226255	0	0	0.000271505	0	0.000226255	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3017	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0.000181004	0	0.000135753	0	0	0	0	0.000226255	0	0	0	0
ASV3018	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0
ASV3020	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362007	0	0	0
ASV3022	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0
ASV3030	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0.000181004	0	0.000135753	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3032	0	0	9.05018E-05	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3037	0	0	0	0	0	0	0	4.52509E-05	0	0	0.000135753	0.000226255	0.000135753	0	0	0	0	4.52509E-05	0	0.000135753	4.52509E-05	0	0	0	0	0	0
ASV3040	0	0	0	9.05018E-05	0	0	0	0.000135753	0.000181004	0	0.000181004	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0
ASV3041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0.000181004	0.000226255	0	9.05018E-05	0	0	0	0	0	0	9.05018E-05	0
ASV3042	0	0	0	0	0	0	0	0.000135753	4.52509E-05	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0	0	9.05018E-05	9.05018E-05	0	4.52509E-05	0	0	0
ASV3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0.000135753	0.000135753	0	0	0	0	0
ASV3045	0	0	9.05018E-05	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	9.05018E-05	4.52509E-05	0.000135753	0	0	4.52509E-05	0	0.000316756
ASV3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407258	0	0	0	0	0	0
ASV3049	0	0	0	0	0	0	0	0	0	0.000226255	0.000271505	0.000135753	9.05018E-05	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	4.52509E-05	0	0	0	0	0
ASV3051	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0.000135753	0.000271505	0	0	0.000181004	0	0	0	0	0	0	0	0
ASV3052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000724015	0	0	0	0	0	0	0	0
ASV3060	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	9.05018E-05	0	0	0.000181004	0	0
ASV3061	0	0	0	0	0	0	0	0	0	0	0	0	0.000226255	0.000362007	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	4.52509E-05
ASV3062	0	0.000362007	0	9.05018E-05	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0
ASV3063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0.000181004	0.000181004	9.05018E-05	0	0	0	0	0	0	0	0
ASV3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0.000226255	0	0	4.52509E-05	9.05018E-05	0	0.000226255
ASV3071	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0.000135753	0	0	0.000135753	9.05018E-05	0	0	0.000181004	0	0	0	0	0	0	0
ASV3072	0	0	0	0	9.05018E-05	0	0	0	0.000271505	0	0.000135753	0	0	0.000181004	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0
ASV3073	0	0	0	4.52509E-05	0	0	9.05018E-05	4.52509E-05	0	4.52509E-05	0	0	0	9.05018E-05	0	0.000135753	4.52509E-05	0	0	0	0	0	4.52509E-05	9.05018E-05	0	0	0
ASV3074	0	0	0	0	0.000181004	0	4.52509E-05	0	0.000135753	0.000181004	9.05018E-05	9.05018E-05	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0
ASV3075	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0.000135753	0	0	0	0	0.000271505	0	0.000181004	4.52509E-05	4.52509E-05	4.52509E-05	0
ASV3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0
ASV3079	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3080	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0.000407258	0	0	0	0	0	0	0	0	0	0	0
ASV3089	0	0	0	0.000135753	0	0	0.000135753	9.05018E-05	0.000271505	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3090	0	0	0	0	0	9.05018E-05	4.52509E-05	4.52509E-05	0.000226255	0	0	0.000226255	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3091	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0.000135753	0	4.52509E-05	0	9.05018E-05	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV3098	0	0	0	0.000316756	0	9.05018E-05	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3101	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	4.52509E-05	9.05018E-05	0	0	0	4.52509E-05	0	0	0	0	0	0
ASV3103	0	0	0	0.000135753	0	0	0	0	0	9.05018E-05	0.000181004	0	0	0	0	0	0	0	0.000181004	0	4.52509E-05	0	0	9.05018E-05	0	0	0
ASV3104	0	0	0.000316756	0	0	0	0	0	0	0	0	0	0	0	0	0.000316756	0	0	0	0	0	0	0	0	0	0	0
ASV3105	0	0.000135753	0.000135753	0	0.000226255	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV3106	0	0	0.000588262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3108	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3114	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0.000226255	0	0	0	0.000135753	0.000226255	0	0	0	0	0	0	0	0
ASV3122	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3123	0	0.000271505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	4.52509E-05	0	0	0	0.000181004
ASV3124	0	0	0	0	0	4.52509E-05	4.52509E-05	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3125	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0.000135753	0	0	0.000135753	0
ASV3126	0	0	0	0	0	0	0	0	0	0	0	0.000316756	0.000181004	0.000181004	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3131	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	9.05018E-05	0	0	4.52509E-05	0	0.000135753	0.000135753	0.000181004	0	0
ASV3133	0	0	4.52509E-05	9.05018E-05	0	0.000135753	0	0	0	0	0	0	0	0	4.52509E-05	0.000135753	0	0	0	9.05018E-05	0	0	4.52509E-05	0	0	0	0
ASV3134	0	0	4.52509E-05	0	0	0	0	0	0	0	0	9.05018E-05	0.000181004	9.05018E-05	0	4.52509E-05	0	0.000181004	0	0	0	0	0	0	0	0	0
ASV3135	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0
ASV3137	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0	9.05018E-05	0	0.000135753	0	4.52509E-05	0	4.52509E-05	0	0	4.52509E-05	0	0	4.52509E-05	0	0	0	0	0
ASV3138	0	0	0	0	0	0	0	4.52509E-05	0	0	0.000226255	0.000135753	4.52509E-05	9.05018E-05	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0
ASV3139	0	0	0	0	9.05018E-05	0	4.52509E-05	0	0	0	0	0	0.000181004	0	0	9.05018E-05	0	0	9.05018E-05	0	0	0	0	0	0	0	9.05018E-05
ASV3140	0	0	0	0	0	0	0	0.000271505	0.000181004	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0
ASV3141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3142	0	0.000316756	0	0	0.000181004	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3143	0	0	0	0	0	0.000452509	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3144	0	0	0	0	9.05018E-05	9.05018E-05	0	0.000135753	0.000135753	0	9.05018E-05	0	9.05018E-05	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV3145	0	0	0	0	0	0.000181004	0	0	9.05018E-05	0	0	9.05018E-05	0	0	0.000181004	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3146	0	0.000181004	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362007
ASV3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	4.52509E-05	0	0	0	0	4.52509E-05
ASV3148	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0.000181004	0	0
ASV3150	0	0	0	0	4.52509E-05	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0
ASV3162	0	0	0	4.52509E-05	9.05018E-05	0	4.52509E-05	0.000181004	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0
ASV3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	9.05018E-05	0	0.000316756	0	0	0	0	0
ASV3165	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3166	0	0	0	0	0	9.05018E-05	0	4.52509E-05	0	0	0	0	0	0	0.000135753	0.000226255	9.05018E-05	0	0	0	0	0	0	0	0	0	0
ASV3177	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0.000135753	9.05018E-05	9.05018E-05	9.05018E-05	0	4.52509E-05	4.52509E-05	0	0	0	0	0
ASV3178	0	0	0	9.05018E-05	9.05018E-05	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	9.05018E-05	0.000181004
ASV3179	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	4.52509E-05	0	0	0.000316756	0	0	0	0	0.000135753	0	0
ASV3181	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226255	0	0	0	0	0	0
ASV3182	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	4.52509E-05	0.000181004	0	0	0.000181004
ASV3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0.000135753	0	0	0.000135753	0.000135753	0	0	0	0	0	0
ASV3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0.000135753	0	0	9.05018E-05	0	9.05018E-05	0.000181004
ASV3189	0	0	0	0	0	0	0	0	9.05018E-05	9.05018E-05	0.000271505	0	0	9.05018E-05	9.05018E-05	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0
ASV3190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0.000181004	0.000226255	0.000226255	0	0	0
ASV3191	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	4.52509E-05	4.52509E-05	0	0	9.05018E-05	9.05018E-05	0	0	0	9.05018E-05
ASV3192	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0	0.000226255	9.05018E-05
ASV3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0.000316756
ASV3194	0	0	0	0	0	0	0	9.05018E-05	4.52509E-05	0	0	0	9.05018E-05	0.000181004	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3195	0	0	0	0	0	9.05018E-05	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0
ASV3205	0	0	0	0	0	0	0	0.000271505	0.000181004	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3209	0	0	0	0	0	0	0	0	0	0	0	0.000135753	4.52509E-05	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0
ASV3214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0
ASV3215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	4.52509E-05	0	0	4.52509E-05	0	0
ASV3216	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0.000135753	0	0	0.000316756	0	0	0	0	0	0	0
ASV3218	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0.000271505	0	0.000181004	0	0	4.52509E-05	0	0	0	4.52509E-05	0	0	0	0	0	0
ASV3219	0	0	0	0	0	0	0.000135753	0	0.000135753	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	9.05018E-05
ASV3220	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	4.52509E-05	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0
ASV3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226255	0	0	0	0	0.000181004	0	0	0	4.52509E-05	0	0
ASV3224	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	4.52509E-05	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0
ASV3225	0	0	0	0	0	0	0	0.000135753	4.52509E-05	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV3228	0	0	0	0	0	0	0	4.52509E-05	0	9.05018E-05	4.52509E-05	0	0	0	0	9.05018E-05	0	0.000135753	0	0	0	0	0	0	4.52509E-05	0	0
ASV3229	0	0	0	0.000226255	0	0.000135753	0	0	0.000271505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3230	0	0	0	0	0	0	0	0	0.000452509	0	9.05018E-05	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3231	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3232	0	0.000181004	9.05018E-05	0.000226255	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3247	0	0	0	4.52509E-05	0	0	0	4.52509E-05	0	0	0.000135753	0	0	0	0.000181004	0	4.52509E-05	0	0	0.000181004	0	0	0	0	0	0	9.05018E-05
ASV3248	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3250	0	0	9.05018E-05	0	0	0	0	0	0.000135753	0	0	4.52509E-05	0	0	0	0	0	0	9.05018E-05	0	0	9.05018E-05	0	0	0	0.000135753	0
ASV3256	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0.000226255	0	0	0	0	0	0	0	0	0
ASV3260	0	0	0	9.05018E-05	0	0	0	0	0	0	0.000271505	0	0	0	0	0	0.000226255	0	0	0	0	0	0	0	0	0	0
ASV3261	0	0	0	0	0	0	0.000135753	0	0	0	0	9.05018E-05	0	4.52509E-05	4.52509E-05	4.52509E-05	9.05018E-05	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV3262	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0.000181004	9.05018E-05	9.05018E-05	0.000181004	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0
ASV3263	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	9.05018E-05	0	0	0	0	9.05018E-05	9.05018E-05	4.52509E-05	4.52509E-05	0.000181004	0	0	0	9.05018E-05
ASV3264	0	0	0	4.52509E-05	0	0	0	0	0	9.05018E-05	0	0	0	9.05018E-05	4.52509E-05	0	0	0	4.52509E-05	0	4.52509E-05	0	0	0	0	0	9.05018E-05
ASV3265	0	0	0	0	0	0	0	0	0	0	0.000407258	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0
ASV3268	0	0	0	0	4.52509E-05	0.000135753	0	0	4.52509E-05	0	0.000226255	4.52509E-05	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	4.52509E-05	0	0
ASV3271	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0.000181004	4.52509E-05	0	0	0	0	0	0	0
ASV3273	0	0	0	0	0	4.52509E-05	0	0.000226255	9.05018E-05	0	4.52509E-05	4.52509E-05	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3274	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0.000181004	0	4.52509E-05	0	0	4.52509E-05	0	0	0	0	0	0	0	0
ASV3275	0	0	0	0	0.000316756	0.000135753	4.52509E-05	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3276	0	0	0	0	0	0	0	0.000181004	0	0	0	0.000226255	9.05018E-05	0	0	0	0	4.52509E-05	0	9.05018E-05	0	0	0	0	0	0	0
ASV3289	0	0	0	0	9.05018E-05	0	0	0	0	0.000135753	0	0	0	0.000181004	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0
ASV3290	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0.000135753	0.000135753	9.05018E-05	4.52509E-05	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3291	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0.000135753	4.52509E-05	0	0.000226255	0	0	0	0	0	0	0	4.52509E-05	0	0	9.05018E-05	0
ASV3293	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	4.52509E-05	0	0	9.05018E-05	9.05018E-05	0	0	0	0	0.000181004	9.05018E-05
ASV3295	0	0	0	0	0	0	0	0	0	9.05018E-05	0.000271505	4.52509E-05	4.52509E-05	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0
ASV3300	0	0.000181004	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV3301	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3303	0	4.52509E-05	4.52509E-05	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	4.52509E-05	4.52509E-05	4.52509E-05	4.52509E-05	9.05018E-05	0	0	0	4.52509E-05	0	0
ASV3305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0
ASV3306	0	0	4.52509E-05	0	0.000135753	4.52509E-05	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3308	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0.000135753	0	9.05018E-05	0	0	0	0	0.000135753	9.05018E-05	0	0	0	0	0
ASV3309	0	9.05018E-05	4.52509E-05	9.05018E-05	0.000226255	0	0.000181004	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0
ASV3310	0	0	4.52509E-05	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3312	0	0	0.000135753	9.05018E-05	0.000135753	9.05018E-05	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316756	0	0	0.000181004	0	0	0	0	0	0
ASV3314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271505	0	0	0	0	0	0
ASV3336	0	0	0	9.05018E-05	0	0	0.000135753	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV3338	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0.000407258	0	0	0	0.000135753	0	0
ASV3339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0
ASV3341	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3346	0	0	0	0	0	0	0	0.000226255	0	0.000181004	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0
ASV3347	0	0	0	9.05018E-05	9.05018E-05	0	0	0	0	9.05018E-05	0	0	0	0	0	4.52509E-05	0	9.05018E-05	0	0	4.52509E-05	0	0	0	4.52509E-05	0	0
ASV3349	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	9.05018E-05	0.000181004	0	0	0	0
ASV3350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0
ASV3352	0	0	0	0	0	0	9.05018E-05	0	0	9.05018E-05	0	9.05018E-05	0.000135753	9.05018E-05	0	0.000135753	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV3353	0	0	0	0	0	0	0	0	0	0.000271505	0	0	0	0	0.000316756	0	0	0	0	0	0	0	0	0	0	0	0
ASV3354	0	9.05018E-05	0	0	0	9.05018E-05	9.05018E-05	0	0	9.05018E-05	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0.000135753	0	0	0	0.000135753	0	4.52509E-05	0	0	0	0	0.000181004
ASV3357	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	9.05018E-05	0	0	9.05018E-05	4.52509E-05	4.52509E-05	0	0	0	0	0	4.52509E-05
ASV3359	0	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181004	0	0	0	0	0	0	4.52509E-05	0	0
ASV3373	0	0	0	0	0	9.05018E-05	0	9.05018E-05	0	0	0	0	0.000226255	0	0	0.000181004	0	0	0	0	0	0	0	0	0	0	0
ASV3374	0	0	0	0	0.000135753	0	0.000271505	0.000135753	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3375	0	0	0	0	0.000181004	0	4.52509E-05	0	0	0	0	0	0	9.05018E-05	0	0	0	0.000135753	0	0.000135753	0	0	0	0	0	0	0
ASV3376	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	4.52509E-05	0.000135753	0
ASV3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0
ASV3378	0	0	0	0	0	0	0.000181004	0	0	0.000316756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3384	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0.000407258	0	0	0	0	0	0	0	0	0	0
ASV3386	0	0	0.000135753	9.05018E-05	0	0	0	0	0	0	0	0.000135753	0	0	0	4.52509E-05	0	0.000135753	0	0	4.52509E-05	0	0	0	0	0	0
ASV3387	0	0	9.05018E-05	0	0.000135753	0	0	0	0.000135753	4.52509E-05	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3389	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3392	0	0	0	0	0	0	0	4.52509E-05	0	9.05018E-05	0	0.000181004	4.52509E-05	0	4.52509E-05	0	0	0.000181004	0	4.52509E-05	0	0	0	0	0	0	0
ASV3398	0	0	0	0	4.52509E-05	0	0	0.000135753	0.000271505	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0
ASV3400	0	0.000543011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV3401	0	0	0	0	0	0	0	9.05018E-05	0	0	0	9.05018E-05	0.000271505	4.52509E-05	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV3402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0.000135753	0	0	0	0	0
